_r,_RAJ2000,_DEJ2000,KIC,Teff,e_Teff,r_Teff,n_Teff,log(g),e_log(g),r_log(g),n_log(g),[Fe/H],e_[Fe/H],r_[Fe/H],n_[Fe/H],T,Teff1,log.g1,[Fe/H]1,R,M,n_M,rho,Ref,_RA,_DE
arcsec,h:m:s,d:m:s, ,K,K, , ,[cm/s2],[cm/s2], , ,[Sun],[Sun], , , ,K,[cm/s2],[Sun],Rsun,Msun, ,g/cm3, ,deg,deg
----,-----------,-----------,--------,-----,----,--,---,------,------,--,---,------,------,--,---,---,-----,------,------,-------,------,----,---------,--,---------,---------
0.02,18 57 23.66,+41 19 09.8,6023571,4841,141,1,PHO,3.569,0.4,0,KIC,0.252,0.3,0,KIC,1,4842,3.562,0.26,3.035,1.227,DSEP,6.18E-02,  ,284.3486,41.31939
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 02 49.83,+41 23 00.9,6026326,4980,147,1,PHO,3.509,0.4,0,KIC,-0.408,0.3,0,KIC,1,4996,3.486,-0.36,2.77,0.858,DSEP,5.69E-02,  ,285.70764,41.38358
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 15 12.49,+41 23 26.4,6033295,4769,133,1,PHO,3.579,0.4,0,KIC,-0.03,0.3,0,KIC,1,4811,3.539,0.06,2.718,0.932,DSEP,6.54E-02,  ,288.80203,41.39068
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 18 39.33,+41 20 24.3,6035800,4841,139,1,PHO,3.502,0.4,0,KIC,-0.05,0.3,0,KIC,1,4847,3.486,-0.04,2.866,0.917,DSEP,5.49E-02,  ,289.66388,41.34009
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 21 20.86,+41 20 19.4,6037948,5276,164,1,PHO,3.503,0.4,0,KIC,-0.109,0.3,0,KIC,1,5266,3.51,-0.12,3.63,1.556,DSEP,4.58E-02,  ,290.33691,41.33873
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 22 40.24,+41 22 48.0,6038976,5579,162,1,PHO,3.544,0.4,0,KIC,-0.354,0.3,0,KIC,1,5570,3.554,-0.36,3.312,1.434,DSEP,5.56E-02,  ,290.66766,41.37999
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 25 52.65,+41 22 35.3,6041330,4984,149,1,PHO,3.591,0.4,0,KIC,-0.665,0.3,0,KIC,1,5059,3.466,-0.5,2.799,0.834,DSEP,5.36E-02,  ,291.46936,41.37646
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 27 14.97,+41 18 00.8,6042403,5219,164,1,PHO,3.537,0.4,0,KIC,0.079,0.3,0,KIC,1,5231,3.517,0.1,3.74,1.677,DSEP,4.52E-02,  ,291.81238,41.30023
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 29 58.04,+41 20 31.4,6044566,5032,151,1,PHO,3.534,0.4,0,KIC,-0.523,0.3,0,KIC,1,5055,3.488,-0.48,2.731,0.837,DSEP,5.79E-02,  ,292.49185,41.34205
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 47 10.52,+41 20 06.9,6060703,4985,142,1,PHO,3.572,0.4,0,KIC,-0.305,0.3,0,KIC,1,4985,3.582,-0.3,2.495,0.867,DSEP,7.87E-02,  ,296.79382,41.33524
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18 49 13.40,+41 24 52.3,6099953,5369,163,1,PHO,3.518,0.4,0,KIC,-0.006,0.3,0,KIC,1,5381,3.492,0.02,3.906,1.729,DSEP,4.09E-02,  ,282.30585,41.41453
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 01 09.71,+41 24 53.9,6106152,9317,326,0,KIC,3.544,0.4,0,KIC,-0.145,0.3,0,KIC,1,9313,3.533,0.07,4.961,3.066,DSEP,3.54E-02,  ,285.29047,41.41497
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 15 10.54,+41 24 44.6,6114200,4956,141,1,PHO,3.596,0.4,0,KIC,-0.242,0.3,0,KIC,1,4956,3.583,-0.24,2.507,0.879,DSEP,7.85E-02,  ,288.79391,41.41239
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 21 21.80,+41 24 18.8,6119013,5447,190,10,PHO,3.543,0.03,10,AST,-0.2,0.3,10,PHO,1,5447,3.543,-0.2,3.51,1.57,MULT,5.14E-02,10,290.34082,41.40521
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 22 28.96,+41 29 44.2,6119906,5462,164,1,PHO,3.558,0.4,0,KIC,-0.228,0.3,0,KIC,1,5450,3.568,-0.24,3.297,1.468,DSEP,5.77E-02,  ,290.62067,41.4956
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 27 53.16,+41 24 12.0,6124015,5268,165,1,PHO,3.594,0.4,0,KIC,-0.142,0.3,0,KIC,1,5267,3.591,-0.16,3.143,1.407,DSEP,6.38E-02,  ,291.9715,41.40334
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 29 27.36,+41 27 47.9,6125282,5214,169,1,PHO,3.544,0.4,0,KIC,0.296,0.3,0,KIC,1,5196,3.54,0.28,3.689,1.719,DSEP,4.83E-02,  ,292.36398,41.4633
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 31 26.59,+41 29 58.3,6126865,5258,162,1,PHO,3.546,0.4,0,KIC,-0.177,0.3,0,KIC,1,5251,3.546,-0.18,3.354,1.442,DSEP,5.38E-02,  ,292.86078,41.49954
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 34 10.86,+41 27 53.5,6129110,5214,171,1,PHO,3.528,0.4,0,KIC,0.135,0.3,0,KIC,1,5222,3.522,0.14,3.727,1.688,DSEP,4.59E-02,  ,293.54526,41.46487
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 37 04.50,+41 25 43.2,6131613,5318,159,1,PHO,3.55,0.4,0,KIC,-0.321,0.3,0,KIC,1,5310,3.566,-0.32,3.182,1.359,DSEP,5.94E-02,  ,294.26874,41.42868
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 37 31.59,+41 29 55.6,6132032,5501,171,1,PHO,3.514,0.4,0,KIC,-0.071,0.3,0,KIC,1,5516,3.534,-0.06,3.617,1.632,DSEP,4.85E-02,  ,294.38162,41.49877
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 43 45.01,+41 29 45.1,6138109,7214,241,1,PHO,3.522,0.4,0,KIC,-0.897,0.3,0,KIC,1,7206,3.477,-0.88,3.919,1.678,DSEP,3.93E-02,  ,295.93753,41.49586
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 48 23.91,+41 24 46.5,6143455,8315,291,0,KIC,3.594,0.4,0,KIC,-0.184,0.3,0,KIC,1,8311,3.745,-0.18,3.151,2.016,DSEP,9.08E-02,  ,297.09961,41.41293
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 48 25.45,+41 28 18.6,6143495,5388,162,1,PHO,3.511,0.4,0,KIC,-0.111,0.3,0,KIC,1,5381,3.51,-0.12,3.697,1.616,DSEP,4.50E-02,  ,297.10605,41.47184
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18 51 40.75,+41 34 26.8,6182529,5008,145,1,PHO,3.501,0.4,0,KIC,-0.042,0.3,0,KIC,1,5008,3.507,-0.04,3.262,1.245,DSEP,5.05E-02,  ,282.9198,41.5741
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 58 46.71,+41 33 51.0,6186203,5035,144,1,PHO,3.532,0.4,0,KIC,-0.453,0.3,0,KIC,1,5044,3.534,-0.44,2.602,0.843,DSEP,6.74E-02,  ,284.69464,41.56417
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 07 59.83,+41 33 35.0,6191127,5183,152,1,PHO,3.549,0.4,0,KIC,-0.098,0.3,0,KIC,1,5178,3.542,-0.12,3.346,1.421,DSEP,5.34E-02,  ,286.9993,41.55973
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 15 14.08,+41 34 20.1,6195655,5318,186,0,KIC,3.504,0.4,0,KIC,-0.454,0.3,0,KIC,0,5319,3.505,-0.46,3.364,1.32,DSEP,4.88E-02,  ,288.80865,41.57226
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 17 22.87,+41 35 51.6,6197161,5135,153,1,PHO,3.537,0.4,0,KIC,-0.563,0.3,0,KIC,1,5134,3.538,-0.56,2.615,0.86,DSEP,6.77E-02,  ,289.34528,41.59768
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 19 38.67,+41 33 01.3,6198951,5364,166,1,PHO,3.561,0.4,0,KIC,-0.713,0.3,0,KIC,1,5362,3.548,-0.72,2.815,1.02,DSEP,6.44E-02,  ,289.91113,41.55037
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 20 31.96,+41 35 19.5,6199731,8071,282,0,KIC,3.55,0.4,0,KIC,-0.413,0.3,0,KIC,1,8040,3.64,-0.42,3.479,1.928,DSEP,6.45E-02,  ,290.13315,41.58875
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 31 46.33,+41 34 50.3,6208517,4906,145,1,PHO,3.557,0.4,0,KIC,-0.487,0.3,0,KIC,1,4981,3.462,-0.34,2.855,0.862,DSEP,5.22E-02,  ,292.94305,41.58064
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 32 03.77,+41 33 04.6,6208741,7142,266,1,PHO,3.588,0.4,0,KIC,-0.279,0.3,0,KIC,1,7141,3.56,-0.28,3.714,1.828,DSEP,5.03E-02,  ,293.01572,41.55129
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 36 46.08,+41 34 44.8,6212763,5146,159,1,PHO,3.541,0.4,0,KIC,-0.343,0.3,0,KIC,1,5142,3.535,-0.34,2.942,1.082,DSEP,5.99E-02,  ,294.19202,41.5791
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 51 52.18,+41 30 21.6,6228306,7869,275,0,KIC,3.545,0.4,0,KIC,-0.025,0.3,0,KIC,1,7866,3.559,0.07,4.301,2.443,DSEP,4.32E-02,  ,297.96741,41.50601
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 18 24.54,+41 41 53.7,6278261,5093,158,1,PHO,3.519,0.4,0,KIC,0.078,0.3,0,KIC,1,5092,3.513,0.08,3.575,1.517,DSEP,4.68E-02,  ,289.60223,41.69824
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 30 14.64,+41 37 24.1,6287359,5203,163,1,PHO,3.535,0.4,0,KIC,-0.524,0.3,0,KIC,1,5198,3.537,-0.52,2.808,0.989,DSEP,6.29E-02,  ,292.561,41.62336
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 34 15.15,+41 37 18.5,6290527,5190,155,1,PHO,3.512,0.4,0,KIC,-0.314,0.3,0,KIC,1,5190,3.506,-0.32,3.264,1.248,DSEP,5.05E-02,  ,293.56314,41.62181
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 37 10.05,+41 41 21.0,6293109,4994,147,1,PHO,3.517,0.4,0,KIC,-0.114,0.3,0,KIC,1,4992,3.523,-0.12,2.965,1.071,DSEP,5.79E-02,  ,294.29187,41.68916
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 37 58.62,+41 41 30.3,6293850,5036,155,1,PHO,3.59,0.4,0,KIC,0.191,0.3,0,KIC,1,5033,3.593,0.2,3.174,1.439,DSEP,6.34E-02,  ,294.49423,41.69176
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 56 19.44,+41 41 40.4,6313425,5789,167,1,PHO,3.569,0.4,0,KIC,-0.08,0.3,0,KIC,1,5796,3.56,-0.08,3.437,1.564,DSEP,5.42E-02,  ,299.08102,41.69456
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 57 20.23,+41 38 32.6,6314677,5320,171,1,PHO,3.549,0.4,0,KIC,-0.431,0.3,0,KIC,1,5318,3.552,-0.42,3.125,1.269,DSEP,5.86E-02,  ,299.33429,41.64239
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 06 40.77,+41 42 35.3,6350070,5068,149,1,PHO,3.507,0.4,0,KIC,-0.689,0.3,0,KIC,1,5114,3.438,-0.62,2.868,0.821,DSEP,4.90E-02,  ,286.66986,41.7098
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 06 50.29,+41 45 44.4,6350145,5484,178,1,PHO,3.506,0.4,0,KIC,0.383,0.3,0,KIC,1,5478,3.506,0.38,3.926,1.803,DSEP,4.20E-02,  ,286.70956,41.76234
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 06 56.92,+41 47 53.3,6350199,5935,188,1,PHO,3.576,0.4,0,KIC,0.074,0.3,0,KIC,1,5933,3.595,0.08,3.345,1.605,DSEP,6.04E-02,  ,286.73718,41.79815
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 20 49.58,+41 47 42.9,6359298,5242,163,1,PHO,3.52,0.4,0,KIC,-0.119,0.3,0,KIC,1,5229,3.514,-0.14,3.547,1.498,DSEP,4.73E-02,  ,290.2066,41.79526
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 24 28.45,+41 45 38.7,6361986,5085,150,1,PHO,3.585,0.4,0,KIC,-0.167,0.3,0,KIC,1,5081,3.582,-0.16,2.866,1.144,DSEP,6.84E-02,  ,291.11856,41.76076
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 25 14.55,+41 47 17.2,6362517,5123,159,1,PHO,3.591,0.4,0,KIC,0.183,0.3,0,KIC,1,5114,3.575,0.16,3.345,1.534,DSEP,5.77E-02,  ,291.31064,41.78812
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 29 57.16,+41 44 37.4,6366132,4722,143,1,PHO,3.517,0.4,0,KIC,-0.925,0.3,0,KIC,1,4923,2.935,-0.5,5.172,0.839,DSEP,8.54E-03,  ,292.48816,41.74373
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04,19 31 07.70,+41 45 56.2,6366976,6089,213,54,PHO,3.573,0.4,54,PHO,-0.4,0.3,54,PHO,0,6074,3.571,-0.42,3.224,1.413,DSEP,5.94E-02,  ,292.7821,41.76562
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06,19 31 21.14,+41 44 55.5,6367159,7778,272,0,KIC,3.574,0.4,0,KIC,-0.313,0.3,0,KIC,1,7776,3.6,-0.3,3.683,1.972,DSEP,5.56E-02,  ,292.8381,41.74875
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 31 29.38,+41 46 49.8,6367260,7567,264,0,KIC,3.568,0.4,0,KIC,-0.197,0.3,0,KIC,1,7575,3.57,-0.2,3.849,2.01,DSEP,4.97E-02,  ,292.87241,41.78051
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 32 25.71,+41 45 44.5,6368004,5454,182,1,PHO,3.507,0.4,0,KIC,-0.023,0.3,0,KIC,1,5455,3.491,-0.02,3.9,1.719,DSEP,4.08E-02,  ,293.10712,41.76236
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 32 40.34,+41 43 23.3,6368244,5152,159,1,PHO,3.503,0.4,0,KIC,-0.442,0.3,0,KIC,1,5149,3.498,-0.44,2.985,1.022,DSEP,5.41E-02,  ,293.16809,41.72313
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 34 52.07,+41 45 20.3,6370079,5053,148,1,PHO,3.582,0.4,0,KIC,-0.547,0.3,0,KIC,1,5074,3.534,-0.5,2.586,0.833,DSEP,6.79E-02,  ,293.71695,41.75563
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 51 46.60,+41 42 08.0,6386823,7250,253,0,KIC,3.567,0.4,0,KIC,-0.177,0.3,0,KIC,1,7217,3.594,-0.2,3.599,1.857,DSEP,5.61E-02,  ,297.94418,41.70221
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 54 00.55,+41 42 27.6,6389421,5015,146,1,PHO,3.518,0.4,0,KIC,-0.487,0.3,0,KIC,1,5036,3.487,-0.44,2.743,0.844,DSEP,5.76E-02,  ,298.50229,41.70768
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 54 26.26,+41 42 07.6,6389938,4943,148,1,PHO,3.505,0.4,0,KIC,-0.123,0.3,0,KIC,1,4945,3.504,-0.12,2.924,0.995,DSEP,5.61E-02,  ,298.60941,41.7021
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,18 53 37.23,+41 49 41.1,6422225,5377,160,1,PHO,3.582,0.4,0,KIC,0.043,0.3,0,KIC,1,5387,3.585,0.06,3.384,1.603,DSEP,5.83E-02,  ,283.40512,41.82807
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18 55 37.23,+41 49 28.2,6423280,6962,217,1,PHO,3.58,0.4,0,KIC,-0.08,0.3,0,KIC,1,6977,3.558,-0.06,3.802,1.906,DSEP,4.88E-02,  ,283.90512,41.82449
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 59 16.84,+41 50 09.2,6425048,5324,167,1,PHO,3.54,0.4,0,KIC,-1.011,0.3,0,KIC,1,5332,3.535,-1,2.512,0.788,DSEP,7.01E-02,  ,284.82016,41.83589
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 07 13.04,+41 53 55.5,6429215,5384,154,1,PHO,3.582,0.4,0,KIC,-0.207,0.3,0,KIC,1,5372,3.556,-0.22,3.353,1.475,DSEP,5.51E-02,  ,286.80435,41.89876
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 08 43.24,+41 52 00.3,6430073,5040,146,1,PHO,3.592,0.4,0,KIC,-0.422,0.3,0,KIC,1,5045,3.58,-0.42,2.469,0.846,DSEP,7.92E-02,  ,287.18015,41.86676
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,19 08 57.94,+41 53 52.3,6430216,5460,173,1,PHO,3.504,0.4,0,KIC,-0.022,0.3,0,KIC,1,5455,3.491,-0.02,3.9,1.719,DSEP,4.08E-02,  ,287.24142,41.89787
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 19 38.29,+41 51 54.7,6437115,5084,152,1,PHO,3.507,0.4,0,KIC,-0.402,0.3,0,KIC,1,5088,3.503,-0.4,2.862,0.952,DSEP,5.72E-02,  ,289.90955,41.86519
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 20 19.86,+41 48 04.1,6437663,5246,160,1,PHO,3.576,0.4,0,KIC,-0.012,0.3,0,KIC,1,5248,3.593,-0.02,3.227,1.489,DSEP,6.24E-02,  ,290.08273,41.80114
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 24 34.95,+41 48 36.3,6440939,5136,150,1,PHO,3.595,0.4,0,KIC,-0.286,0.3,0,KIC,1,5132,3.604,-0.28,2.705,1.072,DSEP,7.63E-02,  ,291.14563,41.81008
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 25 50.31,+41 48 13.5,6441836,8438,295,0,KIC,3.541,0.4,0,KIC,-0.225,0.3,0,KIC,1,8452,3.76,-0.2,3.092,2.009,DSEP,9.57E-02,  ,291.45963,41.80376
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 27 01.09,+41 53 10.8,6442702,5396,156,1,PHO,3.539,0.4,0,KIC,-0.314,0.3,0,KIC,1,5386,3.525,-0.34,3.434,1.441,DSEP,5.01E-02,  ,291.75455,41.88634
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 27 36.33,+41 49 39.9,6443122,7704,269,0,KIC,3.536,0.4,0,KIC,-0.595,0.3,0,KIC,1,7696,3.537,-0.58,3.871,1.88,DSEP,4.56E-02,  ,291.90137,41.82775
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 29 46.50,+41 48 36.9,6444709,5148,156,1,PHO,3.57,0.4,0,KIC,-0.6,0.3,0,KIC,1,5149,3.58,-0.6,2.446,0.829,DSEP,7.98E-02,  ,292.44376,41.81025
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 33 25.29,+41 53 19.8,6447614,5065,155,1,PHO,3.59,0.4,0,KIC,-0.763,0.3,0,KIC,1,5132,3.469,-0.64,2.762,0.819,DSEP,5.47E-02,  ,293.35538,41.88883
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 36 20.24,+41 52 40.2,6450010,5208,169,1,PHO,3.539,0.4,0,KIC,-0.043,0.3,0,KIC,1,5214,3.569,-0.04,3.313,1.484,DSEP,5.75E-02,  ,294.08432,41.87784
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 47 38.04,+41 51 57.5,6461004,6497,239,1,PHO,3.567,0.4,0,KIC,-0.282,0.3,0,KIC,1,6492,3.542,-0.28,3.587,1.634,DSEP,4.99E-02,  ,296.90851,41.86597
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 47 49.33,+41 52 27.0,6461187,6262,218,1,PHO,3.501,0.4,0,KIC,-0.274,0.3,0,KIC,1,6263,3.49,-0.28,3.809,1.635,DSEP,4.17E-02,  ,296.95554,41.87416
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 51 58.28,+41 48 45.8,6465735,6108,225,1,PHO,3.578,0.4,0,KIC,-0.519,0.3,0,KIC,1,6124,3.567,-0.52,3.211,1.388,DSEP,5.90E-02,  ,297.99283,41.81271
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 52 37.37,+41 48 56.1,6466443,6657,238,1,PHO,3.563,0.4,0,KIC,-0.304,0.3,0,KIC,1,6675,3.583,-0.3,3.41,1.626,DSEP,5.78E-02,  ,298.1557,41.81558
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 53 21.86,+41 49 13.2,6467308,5429,179,1,PHO,3.582,0.4,0,KIC,-0.041,0.3,0,KIC,1,5421,3.571,-0.04,3.407,1.577,DSEP,5.62E-02,  ,298.34109,41.82033
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 09 43.38,+41 57 08.2,6509511,5144,155,1,PHO,3.514,0.4,0,KIC,-0.504,0.3,0,KIC,1,5143,3.522,-0.5,2.775,0.933,DSEP,6.15E-02,  ,287.43076,41.95227
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 18 32.92,+41 54 40.7,6515400,5153,153,1,PHO,3.544,0.4,0,KIC,-0.294,0.3,0,KIC,1,5148,3.542,-0.3,2.994,1.141,DSEP,5.99E-02,  ,289.63715,41.9113
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,19 19 53.08,+41 59 16.8,6516481,5396,160,1,PHO,3.512,0.4,0,KIC,-0.171,0.3,0,KIC,1,5403,3.505,-0.16,3.706,1.604,DSEP,4.44E-02,  ,289.97116,41.98801
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05,19 25 46.07,+41 55 41.6,6521236,5029,151,1,PHO,3.549,0.4,0,KIC,-0.553,0.3,0,KIC,1,5065,3.488,-0.5,2.725,0.834,DSEP,5.80E-02,  ,291.44196,41.92822
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 26 02.38,+41 58 41.9,6521477,5090,156,1,PHO,3.594,0.4,0,KIC,-0.046,0.3,0,KIC,1,5082,3.591,-0.04,3.039,1.314,DSEP,6.59E-02,  ,291.50992,41.97831
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 26 23.56,+41 58 44.7,6521763,5595,168,1,PHO,3.593,0.4,0,KIC,-0.118,0.3,0,KIC,1,5591,3.595,-0.12,3.233,1.5,DSEP,6.26E-02,  ,291.59818,41.97908
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 27 28.43,+41 58 22.2,6522569,4998,155,1,PHO,3.505,0.4,0,KIC,0.104,0.3,0,KIC,1,4999,3.486,0.1,3.56,1.415,DSEP,4.42E-02,  ,291.86844,41.97282
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 32 20.22,+41 56 22.8,6526384,5308,162,1,PHO,3.524,0.4,0,KIC,-0.51,0.3,0,KIC,1,5308,3.522,-0.52,3.097,1.164,DSEP,5.52E-02,  ,293.08423,41.93967
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 38 51.09,+41 57 57.1,6531928,5333,186,10,PHO,3.592,0.03,10,AST,-0.2,0.3,10,PHO,1,5333,3.592,-0.2,2.79,1.11,MULT,7.20E-02,10,294.71289,41.96587
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 55 23.47,+41 59 46.9,6549966,5288,181,1,PHO,3.537,0.4,0,KIC,0.212,0.3,0,KIC,1,5273,3.552,0.21,3.62,1.702,DSEP,5.05E-02,  ,298.84781,41.99636
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 19 22.35,+42 05 01.9,6599718,5323,162,1,PHO,3.584,0.4,0,KIC,-0.462,0.3,0,KIC,1,5322,3.579,-0.46,2.914,1.172,DSEP,6.67E-02,  ,289.84311,42.08387
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 24 56.02,+42 04 39.1,6604202,5158,159,1,PHO,3.579,0.4,0,KIC,0.103,0.3,0,KIC,1,5164,3.563,0.12,3.426,1.567,DSEP,5.49E-02,  ,291.2334,42.07753
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 27 33.72,+42 03 02.6,6606333,4981,152,1,PHO,3.546,0.4,0,KIC,0.16,0.3,0,KIC,1,4977,3.534,0.16,3.348,1.398,DSEP,5.25E-02,  ,291.8905,42.05073
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 42 43.71,+42 04 33.3,6620255,5179,165,1,PHO,3.525,0.4,0,KIC,-0.052,0.3,0,KIC,1,5177,3.542,-0.04,3.419,1.484,DSEP,5.23E-02,  ,295.68213,42.07591
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 49 10.85,+42 00 42.1,6627507,5021,148,1,PHO,3.567,0.4,0,KIC,0.141,0.3,0,KIC,1,5021,3.588,0.14,3.139,1.391,DSEP,6.33E-02,  ,297.2952,42.01168
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,18 59 11.26,+42 07 14.7,6671919,5299,171,1,PHO,3.596,0.4,0,KIC,-0.042,0.3,0,KIC,1,5291,3.573,-0.06,3.338,1.519,DSEP,5.75E-02,  ,284.79691,42.12076
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 14 55.14,+42 08 51.3,6681486,5201,168,1,PHO,3.503,0.4,0,KIC,0.174,0.3,0,KIC,1,5211,3.482,0.18,4.001,1.774,DSEP,3.90E-02,  ,288.72977,42.14759
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 36 15.42,+42 10 07.1,6699560,4797,139,1,PHO,3.579,0.4,0,KIC,-0.158,0.3,0,KIC,1,4851,3.511,-0.04,2.781,0.916,DSEP,6.00E-02,  ,294.06427,42.16864
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03,19 42 36.87,+42 09 15.0,6706164,5395,176,1,PHO,3.505,0.4,0,KIC,-0.093,0.3,0,KIC,1,5381,3.51,-0.12,3.697,1.616,DSEP,4.50E-02,  ,295.65363,42.15418
,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19 44 02.08,+42 06 13.3,6707732,5128,156,1,PHO,3.528,0.4,0,KIC,0.078,0.3,0,KIC,1,5123,3.541,0.07,3.458,1.514,DSEP,5.16E-02,  ,296.00867,42.1037
,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02,19 51 03.68,+42 11 28.3,6715629,8417,294,0,KIC,3.571,0.4,0,KIC,-0.602,0.3,0,KIC,1,8427,3.693,-0.62,3.223,1.867,DSEP,7.86E-02,  ,297.76535,42.19118
,,,,,,,,,,,,,,,,,,,,,,,,,,
